ZIP,CENSUS_REGION,STATE_NAME,CITY_NAME,STATE,LAT,LONG,COUNTY
08401,Northeast,New Jersey,ATLANTIC CITY,NJ,39.366411,74.431727,ATLANTIC
08402,Northeast,New Jersey,MARGATE CITY,NJ,39.328621,74.509038,ATLANTIC
08403,Northeast,New Jersey,LONGPORT,NJ,39.309712,74.542143,ATLANTIC
08404,Northeast,New Jersey,ATLANTIC CITY,NJ,39.359,74.4313,ATLANTIC
08405,Northeast,New Jersey,ATLANTIC CITY,NJ,39.3641,74.4233,ATLANTIC
08406,Northeast,New Jersey,VENTNOR CITY,NJ,39.345992,74.472343,ATLANTIC
08501,Northeast,New Jersey,ALLENTOWN,NJ,40.158922,74.59093,MONMOUTH
08502,Northeast,New Jersey,BELLE MEAD,NJ,40.467732,74.628993,SOMERSET
08504,Northeast,New Jersey,BLAWENBURG,NJ,40.4075,74.703056,SOMERSET
08505,Northeast,New Jersey,BORDENTOWN,NJ,40.143141,74.703249,BURLINGTON
08510,Northeast,New Jersey,MILLSTONE TOWNSHIP,NJ,40.199751,74.434387,MONMOUTH
08511,Northeast,New Jersey,COOKSTOWN,NJ,40.048109,74.559524,BURLINGTON
08512,Northeast,New Jersey,CRANBURY,NJ,40.303868,74.506531,MIDDLESEX
08514,Northeast,New Jersey,CREAM RIDGE,NJ,40.127907,74.499425,MONMOUTH
08515,Northeast,New Jersey,CHESTERFIELD,NJ,40.158353,74.666838,BURLINGTON
08518,Northeast,New Jersey,FLORENCE,NJ,40.118025,74.805515,BURLINGTON
08520,Northeast,New Jersey,HIGHTSTOWN,NJ,40.266885,74.524993,MERCER
08525,Northeast,New Jersey,HOPEWELL,NJ,40.390224,74.770963,MERCER
08526,Northeast,New Jersey,IMLAYSTOWN,NJ,40.166215,74.510939,MONMOUTH
08527,Northeast,New Jersey,JACKSON,NJ,40.120964,74.301709,OCEAN
08528,Northeast,New Jersey,KINGSTON,NJ,40.380465,74.616071,SOMERSET
08530,Northeast,New Jersey,LAMBERTVILLE,NJ,40.373122,74.926605,HUNTERDON
08533,Northeast,New Jersey,NEW EGYPT,NJ,40.071343,74.506721,OCEAN
08534,Northeast,New Jersey,PENNINGTON,NJ,40.333858,74.794352,MERCER
08535,Northeast,New Jersey,MILLSTONE TOWNSHIP,NJ,40.214971,74.440381,MONMOUTH
08536,Northeast,New Jersey,PLAINSBORO,NJ,40.332432,74.568836,MIDDLESEX
08540,Northeast,New Jersey,PRINCETON,NJ,40.366633,74.640832,MERCER
08541,Northeast,New Jersey,PRINCETON,NJ,40.3486,74.6594,MERCER
08542,Northeast,New Jersey,PRINCETON,NJ,40.353545,74.659378,MERCER
08543,Northeast,New Jersey,PRINCETON,NJ,40.3486,74.6594,MERCER
08544,Northeast,New Jersey,PRINCETON,NJ,40.346029,74.65754,MERCER
08550,Northeast,New Jersey,WEST WINDSOR,NJ,40.297684,74.614596,MERCER
08551,Northeast,New Jersey,RINGOES,NJ,40.44587,74.828839,HUNTERDON
08553,Northeast,New Jersey,ROCKY HILL,NJ,40.400985,74.640042,SOMERSET
08554,Northeast,New Jersey,ROEBLING,NJ,40.115352,74.777224,BURLINGTON
08555,Northeast,New Jersey,ROOSEVELT,NJ,40.22,74.473611,MONMOUTH
08556,Northeast,New Jersey,ROSEMONT,NJ,40.422005,74.991928,HUNTERDON
08557,Northeast,New Jersey,SERGEANTSVILLE,NJ,40.445833,74.943889,HUNTERDON
08558,Northeast,New Jersey,SKILLMAN,NJ,40.417312,74.693828,SOMERSET
08559,Northeast,New Jersey,STOCKTON,NJ,40.43974,74.955419,HUNTERDON
08560,Northeast,New Jersey,TITUSVILLE,NJ,40.307728,74.865469,MERCER
08561,Northeast,New Jersey,WINDSOR,NJ,40.242222,74.581667,MERCER
08562,Northeast,New Jersey,WRIGHTSTOWN,NJ,40.071953,74.573098,BURLINGTON
08601,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08602,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08603,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08604,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08605,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08606,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08607,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08608,Northeast,New Jersey,TRENTON,NJ,40.220437,74.762237,MERCER
08609,Northeast,New Jersey,TRENTON,NJ,40.223338,74.742598,MERCER
08610,Northeast,New Jersey,TRENTON,NJ,40.19894,74.717205,MERCER
08611,Northeast,New Jersey,TRENTON,NJ,40.207297,74.751997,MERCER
08618,Northeast,New Jersey,EWING,NJ,40.237687,74.782062,MERCER
08619,Northeast,New Jersey,TRENTON,NJ,40.241977,74.690377,MERCER
08620,Northeast,New Jersey,TRENTON,NJ,40.178477,74.671699,MERCER
08625,Northeast,New Jersey,TRENTON,NJ,40.2712,74.8179,MERCER
08628,Northeast,New Jersey,EWING,NJ,40.267232,74.826186,MERCER
08629,Northeast,New Jersey,TRENTON,NJ,40.219843,74.732764,MERCER
08638,Northeast,New Jersey,EWING,NJ,40.251006,74.762699,MERCER
08640,Northeast,New Jersey,FORT DIX,NJ,40.009946,74.618296,BURLINGTON
08641,Northeast,New Jersey,TRENTON,NJ,40.044026,74.588195,BURLINGTON
08645,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08646,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08647,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08648,Northeast,New Jersey,TRENTON,NJ,40.277646,74.723956,MERCER
08650,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08666,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08677,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,
08690,Northeast,New Jersey,TRENTON,NJ,40.223852,74.659138,MERCER
08691,Northeast,New Jersey,TRENTON,NJ,40.231785,74.606262,MERCER
08695,Northeast,New Jersey,TRENTON,NJ,40.2169,74.7433,MERCER
08701,Northeast,New Jersey,LAKEWOOD,NJ,40.085043,74.204199,OCEAN
08720,Northeast,New Jersey,ALLENWOOD,NJ,40.141389,74.100278,MONMOUTH
08721,Northeast,New Jersey,BAYVILLE,NJ,39.914708,74.190529,OCEAN
08722,Northeast,New Jersey,BEACHWOOD,NJ,39.930246,74.196145,OCEAN
08723,Northeast,New Jersey,BRICK,NJ,40.040817,74.12686,OCEAN
08724,Northeast,New Jersey,BRICK,NJ,40.087432,74.115237,OCEAN
08730,Northeast,New Jersey,BRIELLE,NJ,40.107727,74.063511,MONMOUTH
08731,Northeast,New Jersey,FORKED RIVER,NJ,39.844425,74.197301,OCEAN
08732,Northeast,New Jersey,ISLAND HEIGHTS,NJ,39.943197,74.146787,OCEAN
08733,Northeast,New Jersey,LAKEHURST,NJ,40.020054,74.290901,OCEAN
08734,Northeast,New Jersey,LANOKA HARBOR,NJ,39.861993,74.166765,OCEAN
08735,Northeast,New Jersey,LAVALLETTE,NJ,39.977486,74.070424,OCEAN
08736,Northeast,New Jersey,MANASQUAN,NJ,40.121693,74.061055,MONMOUTH
08738,Northeast,New Jersey,MANTOLOKING,NJ,40.026125,74.056188,OCEAN
08739,Northeast,New Jersey,NORMANDY BEACH,NJ,40.0025,74.060833,OCEAN
08740,Northeast,New Jersey,OCEAN GATE,NJ,39.925975,74.135128,OCEAN
08741,Northeast,New Jersey,PINE BEACH,NJ,39.934746,74.167992,OCEAN
08742,Northeast,New Jersey,POINT PLEASANT BEACH,NJ,40.080226,74.065719,OCEAN
08750,Northeast,New Jersey,SEA GIRT,NJ,40.134522,74.043604,MONMOUTH
08751,Northeast,New Jersey,SEASIDE HEIGHTS,NJ,39.946639,74.076479,OCEAN
08752,Northeast,New Jersey,SEASIDE PARK,NJ,39.922175,74.079521,OCEAN
08753,Northeast,New Jersey,TOMS RIVER,NJ,39.977083,74.156508,OCEAN
08754,Northeast,New Jersey,TOMS RIVER,NJ,39.953,74.2031,OCEAN
08755,Northeast,New Jersey,TOMS RIVER,NJ,39.999946,74.222819,OCEAN
08756,Northeast,New Jersey,TOMS RIVER,NJ,39.953,74.2031,OCEAN
08757,Northeast,New Jersey,TOMS RIVER,NJ,39.971471,74.251168,OCEAN
08758,Northeast,New Jersey,WARETOWN,NJ,39.789646,74.195376,OCEAN
08759,Northeast,New Jersey,MANCHESTER TOWNSHIP,NJ,39.950983,74.360713,OCEAN
08801,Northeast,New Jersey,ANNANDALE,NJ,40.628731,74.885512,HUNTERDON
08802,Northeast,New Jersey,ASBURY,NJ,40.650175,75.01585,HUNTERDON
08803,Northeast,New Jersey,BAPTISTOWN,NJ,40.521667,75.006389,HUNTERDON
08804,Northeast,New Jersey,BLOOMSBURY,NJ,40.64366,75.09664,HUNTERDON
08805,Northeast,New Jersey,BOUND BROOK,NJ,40.568115,74.539735,SOMERSET
08807,Northeast,New Jersey,BRIDGEWATER,NJ,40.590388,74.626741,SOMERSET
08808,Northeast,New Jersey,BROADWAY,NJ,40.731944,75.051944,WARREN
08809,Northeast,New Jersey,CLINTON,NJ,40.641194,74.908846,HUNTERDON
08810,Northeast,New Jersey,DAYTON,NJ,40.38249,74.511102,MIDDLESEX
08812,Northeast,New Jersey,DUNELLEN,NJ,40.594237,74.47187,MIDDLESEX
08816,Northeast,New Jersey,EAST BRUNSWICK,NJ,40.428395,74.406381,MIDDLESEX
08817,Northeast,New Jersey,EDISON,NJ,40.517079,74.397286,MIDDLESEX
08818,Northeast,New Jersey,EDISON,NJ,40.5261,74.387,MIDDLESEX
08820,Northeast,New Jersey,EDISON,NJ,40.57804,74.358863,MIDDLESEX
08821,Northeast,New Jersey,FLAGTOWN,NJ,40.516944,74.684722,SOMERSET
08822,Northeast,New Jersey,FLEMINGTON,NJ,40.517976,74.845316,HUNTERDON
08823,Northeast,New Jersey,FRANKLIN PARK,NJ,40.442097,74.536908,SOMERSET
08824,Northeast,New Jersey,KENDALL PARK,NJ,40.4208,74.552921,MIDDLESEX
08825,Northeast,New Jersey,FRENCHTOWN,NJ,40.520795,75.032468,HUNTERDON
08826,Northeast,New Jersey,GLEN GARDNER,NJ,40.713437,74.916207,HUNTERDON
08827,Northeast,New Jersey,HAMPTON,NJ,40.677351,74.962221,HUNTERDON
08828,Northeast,New Jersey,HELMETTA,NJ,40.377742,74.420393,MIDDLESEX
08829,Northeast,New Jersey,HIGH BRIDGE,NJ,40.668438,74.893667,HUNTERDON
08830,Northeast,New Jersey,ISELIN,NJ,40.571593,74.316677,MIDDLESEX
08831,Northeast,New Jersey,MONROE TOWNSHIP,NJ,40.342475,74.433568,MIDDLESEX
08832,Northeast,New Jersey,KEASBEY,NJ,40.519171,74.302119,MIDDLESEX
08833,Northeast,New Jersey,LEBANON,NJ,40.646623,74.829035,HUNTERDON
08834,Northeast,New Jersey,LITTLE YORK,NJ,40.611111,75.076389,HUNTERDON
08835,Northeast,New Jersey,MANVILLE,NJ,40.539871,74.593377,SOMERSET
08836,Northeast,New Jersey,MARTINSVILLE,NJ,40.599962,74.557191,SOMERSET
08837,Northeast,New Jersey,EDISON,NJ,40.532476,74.337503,MIDDLESEX
08840,Northeast,New Jersey,METUCHEN,NJ,40.54493,74.351721,MIDDLESEX
08844,Northeast,New Jersey,HILLSBOROUGH,NJ,40.4775,74.627222,SOMERSET
08846,Northeast,New Jersey,MIDDLESEX,NJ,40.575882,74.500835,MIDDLESEX
08848,Northeast,New Jersey,MILFORD,NJ,40.592942,75.102519,HUNTERDON
08850,Northeast,New Jersey,MILLTOWN,NJ,40.449346,74.439046,MIDDLESEX
08852,Northeast,New Jersey,MONMOUTH JUNCTION,NJ,40.394391,74.547021,MIDDLESEX
08853,Northeast,New Jersey,NESHANIC STATION,NJ,40.509551,74.71434,SOMERSET
08854,Northeast,New Jersey,PISCATAWAY,NJ,40.55152,74.458996,MIDDLESEX
08855,Northeast,New Jersey,PISCATAWAY,NJ,40.499167,74.399444,MIDDLESEX
08857,Northeast,New Jersey,OLD BRIDGE,NJ,40.398045,74.323553,MIDDLESEX
08858,Northeast,New Jersey,OLDWICK,NJ,40.6725,74.747778,HUNTERDON
08859,Northeast,New Jersey,PARLIN,NJ,40.458701,74.304981,MIDDLESEX
08861,Northeast,New Jersey,PERTH AMBOY,NJ,40.517551,74.275427,MIDDLESEX
08862,Northeast,New Jersey,PERTH AMBOY,NJ,40.506667,74.265833,MIDDLESEX
08863,Northeast,New Jersey,FORDS,NJ,40.53925,74.311707,MIDDLESEX
08865,Northeast,New Jersey,PHILLIPSBURG,NJ,40.692819,75.1741,WARREN
08867,Northeast,New Jersey,PITTSTOWN,NJ,40.599169,74.957587,HUNTERDON
08868,Northeast,New Jersey,QUAKERTOWN,NJ,40.565556,74.941944,HUNTERDON
08869,Northeast,New Jersey,RARITAN,NJ,40.57109,74.637691,SOMERSET
08870,Northeast,New Jersey,READINGTON,NJ,40.568611,74.738056,HUNTERDON
08871,Northeast,New Jersey,SAYREVILLE,NJ,40.459167,74.361389,MIDDLESEX
08872,Northeast,New Jersey,SAYREVILLE,NJ,40.459958,74.347808,MIDDLESEX
08873,Northeast,New Jersey,SOMERSET,NJ,40.500743,74.50126,SOMERSET
08875,Northeast,New Jersey,SOMERSET,NJ,40.49,74.476389,SOMERSET
08876,Northeast,New Jersey,SOMERVILLE,NJ,40.549393,74.645926,SOMERSET
08879,Northeast,New Jersey,SOUTH AMBOY,NJ,40.464733,74.278635,MIDDLESEX
08880,Northeast,New Jersey,SOUTH BOUND BROOK,NJ,40.552804,74.529078,SOMERSET
08882,Northeast,New Jersey,SOUTH RIVER,NJ,40.444363,74.380099,MIDDLESEX
08884,Northeast,New Jersey,SPOTSWOOD,NJ,40.384679,74.389377,MIDDLESEX
08885,Northeast,New Jersey,STANTON,NJ,40.575,74.838056,HUNTERDON
08886,Northeast,New Jersey,STEWARTSVILLE,NJ,40.695703,75.082517,WARREN
08887,Northeast,New Jersey,THREE BRIDGES,NJ,40.52156,74.799805,HUNTERDON
08888,Northeast,New Jersey,WHITEHOUSE,NJ,40.618333,74.744722,HUNTERDON
08889,Northeast,New Jersey,WHITEHOUSE STATION,NJ,40.599872,74.764129,HUNTERDON
08890,Northeast,New Jersey,ZAREPHATH,NJ,40.536389,74.575,SOMERSET
08899,Northeast,New Jersey,EDISON,NJ,40.5261,74.387,MIDDLESEX
08901,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.489073,74.448193,MIDDLESEX
08902,Northeast,New Jersey,NORTH BRUNSWICK,NJ,40.453767,74.482285,MIDDLESEX
08903,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.5203,74.4143,MIDDLESEX
08904,Northeast,New Jersey,HIGHLAND PARK,NJ,40.499141,74.426602,MIDDLESEX
08905,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.4587,74.4648,MIDDLESEX
08906,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.4861,74.4522,MIDDLESEX
08922,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.4861,74.4522,MIDDLESEX
08933,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.4861,74.4522,MIDDLESEX
08988,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.4502,74.4804,MIDDLESEX
08989,Northeast,New Jersey,NEW BRUNSWICK,NJ,40.4502,74.4804,MIDDLESEX
10001,Northeast,New York,NEW YORK,NY,40.74838,73.996705,NEW YORK
10002,Northeast,New York,NEW YORK,NY,40.715231,73.987681,NEW YORK
10003,Northeast,New York,NEW YORK,NY,40.731253,73.989223,NEW YORK
10004,Northeast,New York,NEW YORK,NY,40.693604,74.019025,NEW YORK
10005,Northeast,New York,NEW YORK,NY,40.705649,74.008344,NEW YORK
10006,Northeast,New York,NEW YORK,NY,40.708451,74.013474,NEW YORK
10007,Northeast,New York,NEW YORK,NY,40.713905,74.007022,NEW YORK
10008,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10009,Northeast,New York,NEW YORK,NY,40.726188,73.979591,NEW YORK
10010,Northeast,New York,NEW YORK,NY,40.737476,73.981328,NEW YORK
10011,Northeast,New York,NEW YORK,NY,40.740225,73.99963,NEW YORK
10012,Northeast,New York,NEW YORK,NY,40.72553,73.998284,NEW YORK
10013,Northeast,New York,NEW YORK,NY,40.718511,74.002529,NEW YORK
10014,Northeast,New York,NEW YORK,NY,40.73393,74.005421,NEW YORK
10015,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10016,Northeast,New York,NEW YORK,NY,40.744281,73.978134,NEW YORK
10017,Northeast,New York,NEW YORK,NY,40.75172,73.970661,NEW YORK
10018,Northeast,New York,NEW YORK,NY,40.754713,73.992503,NEW YORK
10019,Northeast,New York,NEW YORK,NY,40.765069,73.985834,NEW YORK
10020,Northeast,New York,NEW YORK,NY,40.759729,73.982347,NEW YORK
10021,Northeast,New York,NEW YORK,NY,40.768476,73.958805,NEW YORK
10022,Northeast,New York,NEW YORK,NY,40.757091,73.965703,NEW YORK
10023,Northeast,New York,NEW YORK,NY,40.77638,73.982652,NEW YORK
10024,Northeast,New York,NEW YORK,NY,40.786446,73.976385,NEW YORK
10025,Northeast,New York,NEW YORK,NY,40.797466,73.968312,NEW YORK
10026,Northeast,New York,NEW YORK,NY,40.801942,73.953069,NEW YORK
10027,Northeast,New York,NEW YORK,NY,40.811556,73.954978,NEW YORK
10028,Northeast,New York,NEW YORK,NY,40.776267,73.952866,NEW YORK
10029,Northeast,New York,NEW YORK,NY,40.791817,73.94475,NEW YORK
10030,Northeast,New York,NEW YORK,NY,40.818333,73.942597,NEW YORK
10031,Northeast,New York,NEW YORK,NY,40.82455,73.950712,NEW YORK
10032,Northeast,New York,NEW YORK,NY,40.83819,73.941978,NEW YORK
10033,Northeast,New York,NEW YORK,NY,40.84955,73.935649,NEW YORK
10034,Northeast,New York,NEW YORK,NY,40.866222,73.922077,NEW YORK
10035,Northeast,New York,NEW YORK,NY,40.801116,73.937098,NEW YORK
10036,Northeast,New York,NEW YORK,NY,40.759724,73.991826,NEW YORK
10037,Northeast,New York,NEW YORK,NY,40.813491,73.9381,NEW YORK
10038,Northeast,New York,NEW YORK,NY,40.710092,74.001298,NEW YORK
10039,Northeast,New York,NEW YORK,NY,40.826458,73.938266,NEW YORK
10040,Northeast,New York,NEW YORK,NY,40.858308,73.929601,NEW YORK
10041,Northeast,New York,NEW YORK,NY,40.7051,74.014,NEW YORK
10043,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10044,Northeast,New York,NEW YORK,NY,40.762998,73.949136,NEW YORK
10045,Northeast,New York,NEW YORK,NY,40.7056,74.0081,NEW YORK
10046,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10047,Northeast,New York,NEW YORK,NY,40.7102,74.0128,NEW YORK
10048,Northeast,New York,NEW YORK,NY,40.7113,74.0121,NEW YORK
10055,Northeast,New York,NEW YORK,NY,40.7589,73.9735,NEW YORK
10060,Northeast,New York,NEW YORK,NY,40.7507,73.9946,NEW YORK
10069,Northeast,New York,NEW YORK,NY,40.7543,73.9997,NEW YORK
10072,Northeast,New York,NEW YORK,NY,40.7501,73.9978,NEW YORK
10079,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10080,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10081,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10082,Northeast,New York,NEW YORK,NY,40.7753,73.9844,NEW YORK
10087,Northeast,New York,NEW YORK,NY,40.7507,73.9946,NEW YORK
10090,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10094,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10095,Northeast,New York,NEW YORK,NY,40.7507,73.9946,NEW YORK
10096,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10098,Northeast,New York,NEW YORK,NY,40.7507,73.9946,NEW YORK
10099,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10101,Northeast,New York,NEW YORK,NY,40.7632,73.9862,NEW YORK
10102,Northeast,New York,NEW YORK,NY,40.7632,73.9862,NEW YORK
10103,Northeast,New York,NEW YORK,NY,40.7597,73.9762,NEW YORK
10104,Northeast,New York,NEW YORK,NY,40.7603,73.9794,NEW YORK
10105,Northeast,New York,NEW YORK,NY,40.7632,73.9862,NEW YORK
10106,Northeast,New York,NEW YORK,NY,40.7647,73.9804,NEW YORK
10107,Northeast,New York,NEW YORK,NY,40.7661,73.9825,NEW YORK
10108,Northeast,New York,NEW YORK,NY,40.7574,73.9918,NEW YORK
10109,Northeast,New York,NEW YORK,NY,40.7574,73.9918,NEW YORK
10110,Northeast,New York,NEW YORK,NY,40.7533,73.9808,NEW YORK
10111,Northeast,New York,NEW YORK,NY,40.7586,73.9772,NEW YORK
10112,Northeast,New York,NEW YORK,NY,40.7584,73.9784,NEW YORK
10113,Northeast,New York,NEW YORK,NY,40.7417,74.0004,NEW YORK
10114,Northeast,New York,NEW YORK,NY,40.7417,74.0004,NEW YORK
10115,Northeast,New York,NEW YORK,NY,40.8109,73.954,NEW YORK
10116,Northeast,New York,NEW YORK,NY,40.8113,73.9534,NEW YORK
10117,Northeast,New York,NEW YORK,NY,40.7507,73.9946,NEW YORK
10118,Northeast,New York,NEW YORK,NY,40.7483,73.9865,NEW YORK
10119,Northeast,New York,NEW YORK,NY,40.7509,73.9921,NEW YORK
10120,Northeast,New York,NEW YORK,NY,40.7496,73.9884,NEW YORK
10121,Northeast,New York,NEW YORK,NY,40.7497,73.9919,NEW YORK
10122,Northeast,New York,NEW YORK,NY,40.7507,73.9946,NEW YORK
10123,Northeast,New York,NEW YORK,NY,40.7507,73.9946,NEW YORK
10124,Northeast,New York,NEW YORK,NY,40.7577,73.978,NEW YORK
10125,Northeast,New York,NEW YORK,NY,40.7995,73.9679,NEW YORK
10126,Northeast,New York,NEW YORK,NY,40.7586,73.9724,NEW YORK
10128,Northeast,New York,NEW YORK,NY,40.781618,73.951112,NEW YORK
10129,Northeast,New York,NEW YORK,NY,40.7574,73.9918,NEW YORK
10130,Northeast,New York,NEW YORK,NY,40.7778,73.9541,NEW YORK
10131,Northeast,New York,NEW YORK,NY,40.7679,73.9611,NEW YORK
10132,Northeast,New York,NEW YORK,NY,40.7849,73.9748,NEW YORK
10133,Northeast,New York,NEW YORK,NY,40.7716,73.9873,NEW YORK
10138,Northeast,New York,NEW YORK,NY,40.754,73.9909,NEW YORK
10149,Northeast,New York,NEW YORK,NY,40.7655,73.9873,NEW YORK
10150,Northeast,New York,NEW YORK,NY,40.7583,73.9688,NEW YORK
10151,Northeast,New York,NEW YORK,NY,40.7631,73.9733,NEW YORK
10152,Northeast,New York,NEW YORK,NY,40.7583,73.9688,NEW YORK
10153,Northeast,New York,NEW YORK,NY,40.7583,73.9688,NEW YORK
10154,Northeast,New York,NEW YORK,NY,40.7578,73.973,NEW YORK
10155,Northeast,New York,NEW YORK,NY,40.7609,73.9679,NEW YORK
10156,Northeast,New York,NEW YORK,NY,40.753,73.9924,NEW YORK
10157,Northeast,New York,NEW YORK,NY,40.753,73.9924,NEW YORK
10158,Northeast,New York,NEW YORK,NY,40.7487,73.9753,NEW YORK
10159,Northeast,New York,NEW YORK,NY,40.7389,73.9845,NEW YORK
10160,Northeast,New York,NEW YORK,NY,40.7389,73.9845,NEW YORK
10161,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10162,Northeast,New York,NEW YORK,NY,40.7693,73.9505,NEW YORK
10163,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10164,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10165,Northeast,New York,NEW YORK,NY,40.752,73.9792,NEW YORK
10166,Northeast,New York,NEW YORK,NY,40.7532,73.9766,NEW YORK
10167,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10168,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10169,Northeast,New York,NEW YORK,NY,40.754,73.9771,NEW YORK
10170,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10171,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10172,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10173,Northeast,New York,NEW YORK,NY,40.7537,73.9784,NEW YORK
10174,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10175,Northeast,New York,NEW YORK,NY,40.7538,73.98,NEW YORK
10176,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10177,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10178,Northeast,New York,NEW YORK,NY,40.7516,73.9761,NEW YORK
10179,Northeast,New York,NEW YORK,NY,40.714167,74.006667,NEW YORK
10184,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10185,Northeast,New York,NEW YORK,NY,40.7577,73.978,NEW YORK
10196,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10197,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10199,Northeast,New York,NEW YORK,NY,40.7507,73.9945,NEW YORK
10203,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10211,Northeast,New York,NEW YORK,NY,40.7314,73.9904,NEW YORK
10212,Northeast,New York,NEW YORK,NY,40.7051,74.014,NEW YORK
10213,Northeast,New York,NEW YORK,NY,40.720278,74.005,NEW YORK
10242,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10249,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10256,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10257,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10258,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10259,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10260,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10261,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10265,Northeast,New York,NEW YORK,NY,40.7056,74.0081,NEW YORK
10268,Northeast,New York,NEW YORK,NY,40.7056,74.0081,NEW YORK
10269,Northeast,New York,NEW YORK,NY,40.7056,74.0081,NEW YORK
10270,Northeast,New York,NEW YORK,NY,40.7056,74.0081,NEW YORK
10271,Northeast,New York,NEW YORK,NY,40.7056,74.0081,NEW YORK
10272,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10273,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10274,Northeast,New York,NEW YORK,NY,40.7051,74.014,NEW YORK
10275,Northeast,New York,NEW YORK,NY,40.7051,74.014,NEW YORK
10276,Northeast,New York,NEW YORK,NY,40.7314,73.9904,NEW YORK
10277,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10278,Northeast,New York,NEW YORK,NY,40.715,74.0042,NEW YORK
10279,Northeast,New York,NEW YORK,NY,40.7141,74.0063,NEW YORK
10280,Northeast,New York,NEW YORK,NY,40.710537,74.016323,NEW YORK
10281,Northeast,New York,NEW YORK,NY,40.7147,74.016,NEW YORK
10282,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10285,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10286,Northeast,New York,NEW YORK,NY,40.7121,74.0102,NEW YORK
10292,Northeast,New York,NEW YORK,NY,40.7066,74.0053,NEW YORK
10301,Northeast,New York,STATEN ISLAND,NY,40.631602,74.092663,RICHMOND
